course_id,title,units,description,prerequisites,course_level,major
ATM 245,"Climate Change, Water & Society",4,"Learning Activities: Lecture 4 hour(s).
Enrollment Restriction(s): Limited to 25 students.
Cross Listing: HYD 245, ECL 245.
Grade Mode: Letter.

ATM 245 — Climate Change Science & Impacts (4 units)
Course Description:  Overview of climate change science with a focus on climate change communication. Impacts of climate change on water, agriculture, energy, health, infrastructure, ecosystem services, tribal and indigenous communities. Climate justice, political, societal, and economic dimensions of these issues.

Learning Activities:  Lecture 3 hour(s), Project.

Cross Listing: HYD 245, ECL 245.

Grade Mode:  Letter.
This course version is effective from, and including:  Fall Quarter 2024.",N/A,Graduate Level,ATM
ATM 250,Meso-Scale Meteorology,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",ATM 150; graduate standing; course in partial differential equations or consent of instructor.,Graduate Level,ATM
ATM 255,Numerical Modeling of the Atmosphere,4,"Learning Activities: Lecture 2 hour(s), Laboratory 6 hour(s).
Grade Mode: Letter.",ATM 121B; ENG 005; ATM 150 recommended.,Graduate Level,ATM
ATM 260,Atmospheric Chemistry,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",ATM 160.,Graduate Level,ATM
ATM 265,The Art of Climate Modeling,4,"Learning Activities: Lecture 3 hour(s), Project.
Grade Mode: Letter.",ATM 121A.,Graduate Level,ATM
ATM 270A,Topics in Atmospheric Science: Meteorological Statistics,1-3,"Learning Activities: Discussion 1-3 hour(s).
Grade Mode: Letter.",N/A,Graduate Level,ATM
ATM 270B,Topics in Atmospheric Science: Computer Modeling of the Atmosphere,1-3,"Learning Activities: Discussion 1-3 hour(s).
Grade Mode: Letter.",N/A,Graduate Level,ATM
ATM 270C,Topics in Atmospheric Science: Design of Experiments & Field Studies in Meteorology,1-3,"Learning Activities: Discussion 1-3 hour(s).
Grade Mode: Letter.",N/A,Graduate Level,ATM
ATM 270D,Topics in Atmospheric Science: Solar & Infrared Radiation in the Atmosphere,1-3,"Learning Activities: Discussion 1-3 hour(s).
Grade Mode: Letter.",N/A,Graduate Level,ATM
ATM 270E,Topics in Atmospheric Science: Aerosol & Cloud Physics,1-3,"Learning Activities: Discussion 1-3 hour(s).
Grade Mode: Letter.",N/A,Graduate Level,ATM
ATM 270F,Topics in Atmospheric Science: Atmospheric Chemistry,1-3,"Learning Activities: Discussion 1-3 hour(s).
Grade Mode: Letter.",N/A,Graduate Level,ATM
ATM 270G,Topics in Atmospheric Science: General Meteorology,1-3,"Learning Activities: Discussion 1-3 hour(s).
Grade Mode: Letter.",N/A,Graduate Level,ATM
ATM 280A,Air Quality Policy in the Real World,4,"Learning Activities: Project.
Grade Mode: Letter.","(ATM 149 or ECI 149); ECI 242; consent of instructor, or equivalent of ECI 242.",Graduate Level,ATM
ATM 280B,Air Quality Policy in the Real World,4,"Learning Activities: Project.
Grade Mode: Letter.",ATM 280A; and consent of instructor.,Graduate Level,ATM
ATM 290,Seminar,1 unit,"Learning Activities: Seminar 1 hour(s).
Grade Mode: Satisfactory/Unsatisfactory only.",Graduate standing in Atmospheric Science or related field.,Graduate Level,ATM
ATM 291A,Research Conference in Atmospheric Science: Air Quality Meteorology,1-3,"Learning Activities: Lecture/Discussion 1-3 hour(s).
Repeat Credit: May be repeated 6 unit(s).
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor.,Graduate Level,ATM
ATM 291B,Research Conference in Atmospheric Science: Biometeorology,1-3,"Learning Activities: Lecture/Discussion 1-3 hour(s).
Repeat Credit: May be repeated 6 unit(s).
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor.,Graduate Level,ATM
ATM 291C,Research Conference in Atmospheric Science: Boundary Layer Meteorology,1-3,"Learning Activities: Lecture/Discussion 1-3 hour(s).
Repeat Credit: May be repeated 6 unit(s).
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor.,Graduate Level,ATM
ATM 291D,Research Conference in Atmospheric Science: Climate Change,1-3,"Learning Activities: Lecture/Discussion 1-3 hour(s).
Repeat Credit: May be repeated 6 unit(s).
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor.,Graduate Level,ATM
ATM 291E,Research Conference in Atmospheric Science: General Meteorology,1-3,"Learning Activities: Lecture/Discussion 1-3 hour(s).
Repeat Credit: May be repeated 6 unit(s).
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor.,Graduate Level,ATM
ATM 291F,Research Conference in Atmospheric Science: Atmospheric Chemistry,1-3,"Learning Activities: Lecture/Discussion 1-3 hour(s).
Repeat Credit: May be repeated 6 unit(s).
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor.,Graduate Level,ATM
ATM 298,Group Study,1-5,"Learning Activities: Variable.
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor; graduate standing.,Graduate Level,ATM
ATM 299,Research,1-12,"Learning Activities: Variable.
Grade Mode: Satisfactory/Unsatisfactory only.",Consent of instructor. Graduate standing.,Graduate Level,ATM
ATM 393,Teaching Assistant Training Practicum,1-4,"Learning Activities: Variable.
Repeat Credit: May be repeated.
Grade Mode: Pass/No Pass only.",Graduate standing.,Graduate Level,ATM
ATM 396,Teaching Assistant Training Practicum,1-4,"Learning Activities: Variable.
Repeat Credit: May be repeated.
Grade Mode: Pass/No Pass only.",Graduate standing.,Graduate Level,ATM
STS 001,"Introduction to Science, Technology & Medicine Studies",4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Social Sciences (SS); Writing Experience (WE).",N/A,Lower Division,STS
STS 002,Introduction to the History of Science & Technology,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Cross Listing: HIS 002.
Grade Mode: Letter.
General Education: Arts & Humanities (AH) or Social Sciences (SS); Scientific Literacy (SL); World Cultures (WC); Writing Experience (WE).",N/A,Lower Division,STS
STS 002Y,Introduction to the History of Science & Technology,4,"Learning Activities: Lecture 2 hour(s); Discussion 1 hour(s); Web Virtual Lecture 1 hour(s).
Credit Limitation(s): Not open for credit to students who have taken HIS 002 or STS 002.
Cross Listing: HIS 002Y.
Grade Mode: Letter.
General Education: Arts & Humanities (AH) or Social Sciences (SS); Scientific Literacy (SL); World Cultures (WC); Writing Experience (WE).

STS 002Y — Introduction to the History of Science & Technology (4 units)
Course Description:  Introduction to topics and methods of the history of science and technology. Emphasis on understanding the role of science and technology in the modern world through a long-term historical perspective.

Learning Activities:  Lecture 2 hour(s); Discussion 1 hour(s); Web Virtual Lecture 1 hour(s).

Credit Limitation(s):  Not open for credit to students who have taken HIS 002 or HIS 002Y or STS 002.

Cross Listing: HIS 002Y.

Grade Mode:  Letter.

General Education:  Arts & Humanities (AH) or Social Sciences (SS); Scientific Literacy (SL); World Cultures (WC); Writing Experience (WE).
This course version is effective from, and including:  Fall Quarter 2024.",N/A,Lower Division,STS
STS 009,Beautiful Data,4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Grade Mode: Letter.
General Education: Arts & Humanities (AH) or Social Sciences (SS); Visual Literacy (VL); Writing Experience (WE).",N/A,Lower Division,STS
STS 010,Art + Science: Intersections,4,"Learning Activities: Lecture/Discussion 3 hour(s), Fieldwork.
Grade Mode: Letter.
General Education: Arts & Humanities (AH) or Social Sciences (SS); Scientific Literacy (SL); Visual Literacy (VL).",N/A,Lower Division,STS
STS 011,"Science on Trial: Law, Science, & Technology in the United States",4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Social Sciences (SS); American Cultures, Governance, & History (ACGH).",N/A,Lower Division,STS
STS 012,Epidemics & Society,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH) or Social Sciences (SS); Scientific Literacy (SL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",N/A,Lower Division,STS
STS 016,"Sex, Science, & Society",4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Cross Listing: HIS 016.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Domestic Diversity (DD); Scientific Literacy (SL); World Cultures (WC); Writing Experience (WE).",N/A,Lower Division,STS
STS 032,"Drugs, Science & Culture",4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Cross Listing: ANT 032.
Grade Mode: Letter.
General Education: Social Sciences (SS); Visual Literacy (VL); Writing Experience (WE).",N/A,Lower Division,STS
STS 040A,"Media History 1, Gutenberg to Oppenheimer",4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s), Film Viewing 2 hour(s), Extensive Writing.
Cross Listing: CTS 040A.
Grade Mode: Letter.
General Education: Arts & Humanities (AH) or Social Sciences (SS); Oral Skills (OL); Visual Literacy (VL); Writing Experience (WE).",N/A,Lower Division,STS
STS 040B,Media History 2 1945-Present,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s), Film Viewing 2 hour(s), Extensive Writing.
Cross Listing: CTS 040B.
Grade Mode: Letter.
General Education: Arts & Humanities (AH) or Social Sciences (SS); Oral Skills (OL); Visual Literacy (VL); Writing Experience (WE).

STS 040B — Media History II 1945-Present (4 units)
Course Description:  History of media from 1945 to present, with particular focus on the development of the computer, digital network and internet technologies in the context of other media infrastructures like radio, television and satellite networks. 

Prerequisite(s): CDM 002 or CDM 003 recommended.

Learning Activities:  Lecture 3 hour(s), Discussion 1 hour(s).

Cross Listing: CDM 040B.

Grade Mode:  Letter.

General Education:  Arts & Humanities (AH) or Social Sciences (SS); Oral Skills (OL); Visual Literacy (VL); Writing Experience (WE).
This course version is effective from, and including:  Summer Session 1 2025.",STS 040A.,Lower Division,STS
STS 050,Ancient Science,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Cross Listing: CLA 050.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",N/A,Lower Division,STS
STS 051,Ancient Medicine,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Cross Listing: CLA 051.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",N/A,Lower Division,STS
STS 092,Internship,1-12,"Learning Activities: Internship 3-36 hour(s).
Repeat Credit: May be repeated 12 unit(s).
Grade Mode: Pass/No Pass only.",Consent of instructor.,Lower Division,STS
STS 098,Directed Group Study,1-5,"Learning Activities: Variable 3-15 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Pass/No Pass only.
General Education: Social Sciences (SS).",Consent of instructor.,Lower Division,STS
STS 099,Special Study for Undergraduates,1-5,"Learning Activities: Variable 3-15 hour(s).
Grade Mode: Pass/No Pass only.",N/A,Lower Division,STS
STS 100,"Methods in Science, Technology, & Medicine Studies",4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing/Discussion.
Credit Limitation(s): Only two units of credit for students who have previously taken STS 020.
Grade Mode: Letter.
General Education: Social Sciences (SS); Scientific Literacy (SL).",STS 001 recommended.,Upper Division,STS
STS 101,Data & Society,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Grade Mode: Letter.
General Education: Social Sciences (SS); Quantitative Literacy (QL).",N/A,Upper Division,STS
STS 102,Artificial Intelligence in Society,4,"Learning Activities: Lecture/Discussion 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Social Sciences (SS).",N/A,Upper Division,STS
STS 108,Intellectual Property in Science,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Grade Mode: Letter.
General Education: Social Sciences (SS); American Cultures, Governance, & History (ACGH); Writing Experience (WE).",STS 001; or other Social Science or Humanities writing course.,Upper Division,STS
STS 109,Visualization in Science: A Critical Introduction,4,"Learning Activities: Lecture 3 hour(s), Extensive Writing/Discussion 1 hour(s).
Cross Listing: ANT 109.
Grade Mode: Letter.
General Education: Social Sciences (SS); Visual Literacy (VL); Writing Experience (WE).",STS 001 or STS 020 or ANT 002 recommended.,Upper Division,STS
STS 110,"Computing, Data, & Law in the United States",4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Social Sciences (SS); American Cultures, Governance, & History (ACGH); Writing Experience (WE).",N/A,Upper Division,STS
STS 111,Science & Race,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Cross Listing: ANT 111.
Grade Mode: Letter.
General Education: Social Sciences (SS); American Cultures, Governance, & History (ACGH); Domestic Diversity (DD).",N/A,Upper Division,STS
STS 112,Visualizing Society with Data,4,"Learning Activities: Lecture/Lab 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Social Sciences (SS); Domestic Diversity (DD); Quantitative Literacy (QL).",N/A,Upper Division,STS
STS 113,Business & Technology in the United States: From Electricity to E-Commerce,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Social Sciences (SS); American Cultures, Governance, & History (ACGH); Writing Experience (WE).",N/A,Upper Division,STS
STS 114,The Global Information Age,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,STS
STS 115,Data Sense & Exploration: Critical Storytelling with Analysis,4,"Learning Activities: Lecture/Discussion 3 hour(s), Discussion/Laboratory 1 hour(s).
Grade Mode: Letter.
General Education: Oral Skills (OL).",N/A,Upper Division,STS
STS 120,"Religion, Magic & Science",4,"Learning Activities: Lecture 3 hour(s), Extensive Writing.
Cross Listing: RST 120.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC).",N/A,Upper Division,STS
STS 121,Special Topics in Medical Anthropology,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Cross Listing: ANT 121.
Grade Mode: Letter.
General Education: Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",ANT 002 recommended.,Upper Division,STS
STS 122,Health & Medical Technologies,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Social Sciences (SS); Domestic Diversity (DD).",N/A,Upper Division,STS
STS 129,Health & Medicine in a Global Context,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Cross Listing: ANT 129.
Grade Mode: Letter.
General Education: Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",ANT 002 recommended.,Upper Division,STS
STS 130A,From Natural History to the History of Nature,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Arts & Humanities (AH) or Science & Engineering (SE); Writing Experience (WE).",HIS 135A recommended.,Upper Division,STS
